dataset,party,year,prefecture,municipality,seat_count,municipality_count,total_compensation,annual_compensation
municipality,日本共産党,2019.0,東京都,杉並区,6,1,69974268.0,11662378.0
municipality,日本維新の会,2019.0,東京都,杉並区,1,1,11662378.0,11662378.0
municipality,杉並・生活者ネットワーク,2019.0,東京都,杉並区,2,1,23324756.0,11662378.0
municipality,無所属,2019.0,東京都,杉並区,10,1,116623780.0,11662378.0
municipality,立憲民主党,2019.0,東京都,杉並区,5,1,58311890.0,11662378.0
municipality,自由民主党,2019.0,東京都,杉並区,15,1,174935670.0,11662378.0
municipality,都政を革新する会,2019.0,東京都,杉並区,1,1,11662378.0,11662378.0
municipality,NHKから国民を守る党,2019.0,東京都,板橋区,1,1,11580000.0,11580000.0
municipality,公明党,2019.0,東京都,板橋区,10,1,115800000.0,11580000.0
municipality,国民民主党,2019.0,東京都,板橋区,1,1,11580000.0,11580000.0
municipality,日本共産党,2019.0,東京都,板橋区,9,1,104220000.0,11580000.0
municipality,無所属,2019.0,東京都,板橋区,4,1,46320000.0,11580000.0
municipality,社会民主党,2019.0,東京都,板橋区,1,1,11580000.0,11580000.0
municipality,立憲民主党,2019.0,東京都,板橋区,3,1,34740000.0,11580000.0
municipality,自由民主党,2019.0,東京都,板橋区,17,1,196860000.0,11580000.0
municipality,あたらしい党,2019.0,東京都,江戸川区,1,1,11550600.0,11550600.0
municipality,公明党,2019.0,東京都,江戸川区,12,1,138607200.0,11550600.0
municipality,国民民主党,2019.0,東京都,江戸川区,1,1,11550600.0,11550600.0
municipality,日本共産党,2019.0,東京都,江戸川区,4,1,46202400.0,11550600.0
municipality,日本維新の会,2019.0,東京都,江戸川区,1,1,11550600.0,11550600.0
municipality,江戸川・生活者ネットワーク,2019.0,東京都,江戸川区,2,1,23101200.0,11550600.0
municipality,無所属,2019.0,東京都,江戸川区,5,1,57753000.0,11550600.0
municipality,立憲民主党,2019.0,東京都,江戸川区,3,1,34651800.0,11550600.0
municipality,自由民主党,2019.0,東京都,江戸川区,15,1,173259000.0,11550600.0
municipality,NHKから国民を守る党,2019.0,東京都,江東区,1,1,11968200.0,11968200.0
municipality,あたらしい党,2019.0,東京都,江東区,1,1,11968200.0,11968200.0
municipality,公明党,2019.0,東京都,江東区,9,1,107713800.0,11968200.0
municipality,国民民主党,2019.0,東京都,江東区,2,1,23936400.0,11968200.0
municipality,日本共産党,2019.0,東京都,江東区,3,1,35904600.0,11968200.0
municipality,日本維新の会,2019.0,東京都,江東区,1,1,11968200.0,11968200.0
municipality,江東・生活者ネットワーク,2019.0,東京都,江東区,1,1,11968200.0,11968200.0
municipality,無所属,2019.0,東京都,江東区,7,1,83777400.0,11968200.0
municipality,立憲民主党,2019.0,東京都,江東区,5,1,59841000.0,11968200.0
municipality,自由民主党,2019.0,東京都,江東区,14,1,167554800.0,11968200.0
municipality,NHKから国民を守る党,2019.0,東京都,渋谷区,1,1,12160890.0,12160890.0
municipality,あたらしい党,2019.0,東京都,渋谷区,1,1,12160890.0,12160890.0
municipality,公明党,2019.0,東京都,渋谷区,5,1,60804450.0,12160890.0
municipality,日本共産党,2019.0,東京都,渋谷区,4,1,48643560.0,12160890.0
municipality,渋谷オンブズマン,2019.0,東京都,渋谷区,1,1,12160890.0,12160890.0
municipality,無所属,2019.0,東京都,渋谷区,9,1,109448010.0,12160890.0
municipality,立憲民主党,2019.0,東京都,渋谷区,4,1,48643560.0,12160890.0
municipality,自由民主党,2019.0,東京都,渋谷区,9,1,109448010.0,12160890.0
municipality,公明党,2019.0,東京都,港区,5,1,60547950.0,12109590.0
municipality,国民民主党,2019.0,東京都,港区,2,1,24219180.0,12109590.0
municipality,日本共産党,2019.0,東京都,港区,3,1,36328770.0,12109590.0
municipality,日本維新の会,2019.0,東京都,港区,1,1,12109590.0,12109590.0
municipality,無所属,2019.0,東京都,港区,6,1,72657540.0,12109590.0
municipality,社会民主党,2019.0,東京都,港区,1,1,12109590.0,12109590.0
municipality,立憲民主党,2019.0,東京都,港区,3,1,36328770.0,12109590.0
municipality,自由民主党,2019.0,東京都,港区,11,1,133205490.0,12109590.0
municipality,都民ファーストの会,2019.0,東京都,港区,2,1,24219180.0,12109590.0
municipality,NHKから国民を守る党,2019.0,東京都,目黒区,1,1,11261200.0,11261200.0
municipality,公明党,2019.0,東京都,目黒区,6,1,67567200.0,11261200.0
municipality,日本共産党,2019.0,東京都,目黒区,5,1,56306000.0,11261200.0
municipality,日本維新の会,2019.0,東京都,目黒区,1,1,11261200.0,11261200.0
municipality,無所属,2019.0,東京都,目黒区,7,1,78828400.0,11261200.0
municipality,立憲民主党,2019.0,東京都,目黒区,5,1,56306000.0,11261200.0
municipality,自由民主党,2019.0,東京都,目黒区,10,1,112612000.0,11261200.0
municipality,都民ファーストの会,2019.0,東京都,目黒区,1,1,11261200.0,11261200.0
municipality,NHKから国民を守る党,2019.0,東京都,練馬区,1,1,11562000.0,11562000.0
municipality,オンブズマン練馬,2019.0,東京都,練馬区,1,1,11562000.0,11562000.0
municipality,公明党,2019.0,東京都,練馬区,11,1,127182000.0,11562000.0
municipality,国民民主党,2019.0,東京都,練馬区,1,1,11562000.0,11562000.0
municipality,市民の声ねりま,2019.0,東京都,練馬区,3,1,34686000.0,11562000.0
municipality,日本共産党,2019.0,東京都,練馬区,5,1,57810000.0,11562000.0
municipality,無所属,2019.0,東京都,練馬区,3,1,34686000.0,11562000.0
municipality,立憲民主党,2019.0,東京都,練馬区,4,1,46248000.0,11562000.0
municipality,練馬・生活者ネットワーク,2019.0,東京都,練馬区,2,1,23124000.0,11562000.0
municipality,自由民主党,2019.0,東京都,練馬区,17,1,196554000.0,11562000.0
municipality,都民ファーストの会,2019.0,東京都,練馬区,2,1,23124000.0,11562000.0
municipality,NHKから国民を守る党,2019.0,東京都,荒川区,1,1,12180600.0,12180600.0
municipality,あたらしい党,2019.0,東京都,荒川区,1,1,12180600.0,12180600.0
municipality,公明党,2019.0,東京都,荒川区,6,1,73083600.0,12180600.0
municipality,国民民主党,2019.0,東京都,荒川区,1,1,12180600.0,12180600.0
municipality,日本共産党,2019.0,東京都,荒川区,6,1,73083600.0,12180600.0
municipality,日本維新の会,2019.0,東京都,荒川区,1,1,12180600.0,12180600.0
municipality,無所属,2019.0,東京都,荒川区,4,1,48722400.0,12180600.0
municipality,立憲民主党,2019.0,東京都,荒川区,1,1,12180600.0,12180600.0
municipality,自由民主党,2019.0,東京都,荒川区,11,1,133986600.0,12180600.0
municipality,NHKから国民を守る党,2019.0,東京都,豊島区,1,1,11921580.0,11921580.0
municipality,あたらしい党,2019.0,東京都,豊島区,1,1,11921580.0,11921580.0
municipality,公明党,2019.0,東京都,豊島区,7,1,83451060.0,11921580.0
municipality,国民民主党,2019.0,東京都,豊島区,1,1,11921580.0,11921580.0
municipality,日本共産党,2019.0,東京都,豊島区,4,1,47686320.0,11921580.0
municipality,無所属,2019.0,東京都,豊島区,3,1,35764740.0,11921580.0
municipality,立憲民主党,2019.0,東京都,豊島区,3,1,35764740.0,11921580.0
municipality,自由民主党,2019.0,東京都,豊島区,9,1,107294220.0,11921580.0
municipality,豊島・生活者ネットワーク,2019.0,東京都,豊島区,1,1,11921580.0,11921580.0
municipality,都民ファーストの会,2019.0,東京都,豊島区,6,1,71529480.0,11921580.0
municipality,公明党,2019.0,東京都,足立区,13,1,155307100.0,11946700.0
municipality,日本共産党,2019.0,東京都,足立区,7,1,83626900.0,11946700.0
municipality,無所属,2019.0,東京都,足立区,5,1,59733500.0,11946700.0
municipality,立憲民主党,2019.0,東京都,足立区,3,1,35840100.0,11946700.0
municipality,自由民主党,2019.0,東京都,足立区,16,1,191147200.0,11946700.0
municipality,都民ファーストの会,2019.0,東京都,足立区,1,1,11946700.0,11946700.0
municipality,NHKから国民を守る党,2019.0,栃木県,宇都宮市,1,1,14002999.999999998,14002999.999999998
municipality,公明党,2019.0,栃木県,宇都宮市,6,1,84017999.99999999,14002999.999999998
municipality,国民民主党,2019.0,栃木県,宇都宮市,2,1,28005999.999999996,14002999.999999998
municipality,日本共産党,2019.0,栃木県,宇都宮市,3,1,42008999.99999999,14002999.999999998
municipality,無所属,2019.0,栃木県,宇都宮市,21,1,294062999.99999994,14002999.999999998
municipality,立憲民主党,2019.0,栃木県,宇都宮市,2,1,28005999.999999996,14002999.999999998
municipality,自由民主党,2019.0,栃木県,宇都宮市,10,1,140029999.99999997,14002999.999999998
municipality,公明党,2019.0,滋賀県,大津市,5,1,52387150.0,10477430.0
municipality,日本共産党,2019.0,滋賀県,大津市,6,1,62864580.0,10477430.0
municipality,日本維新の会,2019.0,滋賀県,大津市,1,1,10477430.0,10477430.0
municipality,無所属,2019.0,滋賀県,大津市,20,1,209548600.0,10477430.0
municipality,自由民主党,2019.0,滋賀県,大津市,6,1,62864580.0,10477430.0
municipality,公明党,2019.0,石川県,金沢市,4,1,52388000.0,13097000.0
municipality,国民民主党,2019.0,石川県,金沢市,1,1,13097000.0,13097000.0
municipality,日本共産党,2019.0,石川県,金沢市,3,1,39291000.0,13097000.0
municipality,無所属,2019.0,石川県,金沢市,12,1,157164000.0,13097000.0
municipality,立憲民主党,2019.0,石川県,金沢市,1,1,13097000.0,13097000.0
municipality,自由民主党,2019.0,石川県,金沢市,17,1,222649000.0,13097000.0
municipality,公明党,2019.0,神奈川県,横須賀市,7,1,84561400.0,12080200.0
municipality,日本共産党,2019.0,神奈川県,横須賀市,3,1,36240600.0,12080200.0
municipality,無所属,2019.0,神奈川県,横須賀市,17,1,205363400.0,12080200.0
municipality,神奈川ネットワーク運動,2019.0,神奈川県,横須賀市,1,1,12080200.0,12080200.0
municipality,立憲民主党,2019.0,神奈川県,横須賀市,1,1,12080200.0,12080200.0
municipality,自由民主党,2019.0,神奈川県,横須賀市,11,1,132882200.0,12080200.0
municipality,公明党,2019.0,福井県,福井市,3,1,31825710.0,10608570.0
municipality,日本共産党,2019.0,福井県,福井市,2,1,21217140.0,10608570.0
municipality,無所属,2019.0,福井県,福井市,17,1,180345690.0,10608570.0
municipality,自由民主党,2019.0,福井県,福井市,10,1,106085700.0,10608570.0
municipality,公明党,2019.0,福岡県,久留米市,6,1,65335320.0,10889220.0
municipality,日本共産党,2019.0,福岡県,久留米市,2,1,21778440.0,10889220.0
municipality,無所属,2019.0,福岡県,久留米市,23,1,250452060.0,10889220.0
municipality,自由民主党,2019.0,福岡県,久留米市,5,1,54446100.0,10889220.0
municipality,自由民主党,2019.0,福岡県,北九州市,1,1,16376800.0,16376800.0
municipality,公明党,2019.0,福島県,福島市,4,1,44829160.0,11207290.0
municipality,国民民主党,2019.0,福島県,福島市,1,1,11207290.0,11207290.0
municipality,日本共産党,2019.0,福島県,福島市,4,1,44829160.0,11207290.0
municipality,無所属,2019.0,福島県,福島市,24,1,268974960.0,11207290.0
municipality,社会民主党,2019.0,福島県,福島市,2,1,22414580.0,11207290.0
municipality,公明党,2019.0,福島県,郡山市,4,1,44664000.0,11166000.0
municipality,国民民主党,2019.0,福島県,郡山市,1,1,11166000.0,11166000.0
municipality,日本共産党,2019.0,福島県,郡山市,2,1,22332000.0,11166000.0
municipality,無所属,2019.0,福島県,郡山市,27,1,301482000.0,11166000.0
municipality,社民党,2019.0,福島県,郡山市,3,1,33498000.0,11166000.0
municipality,立憲民主党,2019.0,福島県,郡山市,1,1,11166000.0,11166000.0
municipality,公明党,2019.0,秋田県,秋田市,4,1,45875000.0,11468750.0
municipality,国民民主党,2019.0,秋田県,秋田市,1,1,11468750.0,11468750.0
municipality,日本共産党,2019.0,秋田県,秋田市,4,1,45875000.0,11468750.0
municipality,無所属,2019.0,秋田県,秋田市,22,1,252312500.0,11468750.0
municipality,社会民主党,2019.0,秋田県,秋田市,1,1,11468750.0,11468750.0
municipality,立憲民主党,2019.0,秋田県,秋田市,1,1,11468750.0,11468750.0
municipality,自由民主党,2019.0,秋田県,秋田市,3,1,34406250.0,11468750.0
municipality,公明党,2019.0,群馬県,高崎市,5,1,58425000.0,11685000.0
municipality,日本共産党,2019.0,群馬県,高崎市,2,1,23370000.0,11685000.0
municipality,無所属,2019.0,群馬県,高崎市,30,1,350550000.0,11685000.0
municipality,立憲民主党,2019.0,群馬県,高崎市,1,1,11685000.0,11685000.0
municipality,公明党,2019.0,長崎県,佐世保市,4,1,42134920.0,10533730.0
municipality,国民民主党,2019.0,長崎県,佐世保市,4,1,42134920.0,10533730.0
municipality,日本共産党,2019.0,長崎県,佐世保市,1,1,10533730.0,10533730.0
municipality,無所属,2019.0,長崎県,佐世保市,15,1,158005950.0,10533730.0
municipality,社会民主党,2019.0,長崎県,佐世保市,2,1,21067460.0,10533730.0
municipality,自由民主党,2019.0,長崎県,佐世保市,7,1,73736110.0,10533730.0
municipality,公明党,2019.0,長崎県,長崎市,6,1,69488940.0,11581490.0
municipality,国民民主党,2019.0,長崎県,長崎市,5,1,57907450.0,11581490.0
municipality,日本共産党,2019.0,長崎県,長崎市,3,1,34744470.0,11581490.0
municipality,無所属,2019.0,長崎県,長崎市,16,1,185303840.0,11581490.0
municipality,社会民主党,2019.0,長崎県,長崎市,2,1,23162980.0,11581490.0
municipality,立憲民主党,2019.0,長崎県,長崎市,1,1,11581490.0,11581490.0
municipality,自由民主党,2019.0,長崎県,長崎市,7,1,81070430.0,11581490.0
municipality,公明党,2019.0,長野県,長野市,5,1,56130000.0,11226000.0
municipality,日本共産党,2019.0,長野県,長野市,6,1,67356000.0,11226000.0
municipality,無所属,2019.0,長野県,長野市,27,1,303102000.0,11226000.0
municipality,社会民主党,2019.0,長野県,長野市,1,1,11226000.0,11226000.0
municipality,公明党,2019.0,青森県,八戸市,3,1,32954400.0,10984800.0
municipality,国民民主党,2019.0,青森県,八戸市,6,1,65908800.0,10984800.0
municipality,幸福実現党,2019.0,青森県,八戸市,1,1,10984800.0,10984800.0
municipality,日本共産党,2019.0,青森県,八戸市,3,1,32954400.0,10984800.0
municipality,無所属,2019.0,青森県,八戸市,7,1,76893600.0,10984800.0
municipality,社会民主党,2019.0,青森県,八戸市,1,1,10984800.0,10984800.0
municipality,自由民主党,2019.0,青森県,八戸市,11,1,120832800.0,10984800.0
municipality,無所属,2019.0,静岡県,静岡市,1,1,13724100.0,13724100.0
municipality,公明党,2019.0,香川県,高松市,6,1,68254080.0,11375680.0
municipality,国民民主党,2019.0,香川県,高松市,1,1,11375680.0,11375680.0
municipality,日本共産党,2019.0,香川県,高松市,2,1,22751360.0,11375680.0
municipality,無所属,2019.0,香川県,高松市,7,1,79629760.0,11375680.0
municipality,立憲民主党,2019.0,香川県,高松市,1,1,11375680.0,11375680.0
municipality,自由民主党,2019.0,香川県,高松市,23,1,261640640.0,11375680.0
municipality,公明党,2019.0,高知県,高知市,6,1,65672100.0,10945350.0
municipality,国民民主党,2019.0,高知県,高知市,1,1,10945350.0,10945350.0
municipality,日本共産党,2019.0,高知県,高知市,7,1,76617450.0,10945350.0
municipality,無所属,2019.0,高知県,高知市,14,1,153234900.0,10945350.0
municipality,社会民主党,2019.0,高知県,高知市,1,1,10945350.0,10945350.0
municipality,立憲民主党,2019.0,高知県,高知市,1,1,10945350.0,10945350.0
municipality,自由民主党,2019.0,高知県,高知市,4,1,43781400.0,10945350.0
municipality,大阪維新の会,2020.0,大阪府,大阪市,1,1,15402599.999999998,15402599.999999998
municipality,日本共産党,2020.0,岡山県,倉敷市,1,1,14002999.999999998,14002999.999999998
municipality,無所属,2020.0,岡山県,倉敷市,2,1,28005999.999999996,14002999.999999998
municipality,公明党,2020.0,広島県,福山市,7,1,92900500.0,13271500.0
municipality,日本共産党,2020.0,広島県,福山市,3,1,39814500.0,13271500.0
municipality,無所属,2020.0,広島県,福山市,26,1,345059000.0,13271500.0
municipality,福山維新の会,2020.0,広島県,福山市,1,1,13271500.0,13271500.0
municipality,立憲民主党,2020.0,広島県,福山市,1,1,13271500.0,13271500.0
municipality,公明党,2020.0,愛知県,岡崎市,3,1,34463820.0,11487940.0
municipality,日本共産党,2020.0,愛知県,岡崎市,2,1,22975880.0,11487940.0
municipality,無所属,2020.0,愛知県,岡崎市,30,1,344638200.0,11487940.0
municipality,立憲民主党,2020.0,愛知県,岡崎市,2,1,22975880.0,11487940.0
municipality,無所属,2020.0,愛知県,豊田市,1,1,11911900.0,11911900.0
municipality,自由民主党,2020.0,東京都,荒川区,1,1,12180600.0,12180600.0
municipality,公明党,2020.0,福島県,いわき市,4,1,46897200.0,11724300.0
municipality,国民民主党,2020.0,福島県,いわき市,1,1,11724300.0,11724300.0
municipality,日本共産党,2020.0,福島県,いわき市,2,1,23448600.0,11724300.0
municipality,無所属,2020.0,福島県,いわき市,6,1,70345800.0,11724300.0
municipality,社会民主党,2020.0,福島県,いわき市,2,1,23448600.0,11724300.0
municipality,立憲民主党,2020.0,福島県,いわき市,1,1,11724300.0,11724300.0
municipality,自由民主党,2020.0,福島県,いわき市,21,1,246210300.0,11724300.0
municipality,無所属,2020.0,群馬県,前橋市,3,1,32678100.0,10892700.0
municipality,無所属,2020.0,青森県,青森市,1,1,10672000.0,10672000.0
municipality,公明党,2020.0,鹿児島県,鹿児島市,6,1,76598760.0,12766460.0
municipality,国民民主党,2020.0,鹿児島県,鹿児島市,2,1,25532920.0,12766460.0
municipality,日本共産党,2020.0,鹿児島県,鹿児島市,3,1,38299380.0,12766460.0
municipality,無所属,2020.0,鹿児島県,鹿児島市,8,1,102131680.0,12766460.0
municipality,社会民主党,2020.0,鹿児島県,鹿児島市,4,1,51065840.0,12766460.0
municipality,立憲民主党,2020.0,鹿児島県,鹿児島市,2,1,25532920.0,12766460.0
municipality,自由民主党,2020.0,鹿児島県,鹿児島市,21,1,268095660.0,12766460.0
municipality,公明党,2021.0,兵庫県,尼崎市,12,1,142848000.0,11904000.0
municipality,国民民主党,2021.0,兵庫県,尼崎市,1,1,11904000.0,11904000.0
municipality,日本共産党,2021.0,兵庫県,尼崎市,5,1,59520000.0,11904000.0
municipality,日本維新の会,2021.0,兵庫県,尼崎市,10,1,119040000.0,11904000.0
municipality,無所属,2021.0,兵庫県,尼崎市,5,1,59520000.0,11904000.0
municipality,立憲民主党,2021.0,兵庫県,尼崎市,2,1,23808000.0,11904000.0
municipality,自由民主党,2021.0,兵庫県,尼崎市,7,1,83328000.0,11904000.0
municipality,立憲民主党,2021.0,北海道,旭川市,1,1,10609000.0,10609000.0
municipality,自由民主党,2021.0,北海道,旭川市,2,1,21218000.0,10609000.0
municipality,市民ネットワークちば,2021.0,千葉県,千葉市,1,1,16092999.999999998,16092999.999999998
municipality,自由民主党,2021.0,千葉県,千葉市,1,1,16092999.999999998,16092999.999999998
municipality,無所属,2021.0,千葉県,船橋市,1,1,12811700.0,12811700.0
municipality,無所属,2021.0,埼玉県,川越市,1,1,12038400.0,12038400.0
municipality,地域政党「越谷市民の会」,2021.0,埼玉県,越谷市,1,1,12017500.0,12017500.0
municipality,日本共産党,2021.0,埼玉県,越谷市,1,1,12017500.0,12017500.0
municipality,自由民主党,2021.0,埼玉県,越谷市,1,1,12017500.0,12017500.0
municipality,越谷市民ネットワーク,2021.0,埼玉県,越谷市,1,1,12017500.0,12017500.0
municipality,公明党,2021.0,大分県,大分市,6,1,71958660.0,11993110.0
municipality,日本共産党,2021.0,大分県,大分市,2,1,23986220.0,11993110.0
municipality,日本維新の会,2021.0,大分県,大分市,1,1,11993110.0,11993110.0
municipality,無所属,2021.0,大分県,大分市,16,1,191889760.0,11993110.0
municipality,社会民主党,2021.0,大分県,大分市,4,1,47972440.0,11993110.0
municipality,立憲民主党,2021.0,大分県,大分市,3,1,35979330.0,11993110.0
municipality,自由民主党,2021.0,大分県,大分市,12,1,143917320.0,11993110.0
municipality,日本維新の会,2021.0,大阪府,大阪市,1,1,15402599.999999998,15402599.999999998
municipality,公明党,2021.0,奈良県,奈良市,7,1,77640920.0,11091560.0
municipality,日本共産党,2021.0,奈良県,奈良市,6,1,66549360.0,11091560.0
municipality,日本維新の会,2021.0,奈良県,奈良市,4,1,44366240.0,11091560.0
municipality,無所属,2021.0,奈良県,奈良市,16,1,177464960.0,11091560.0
municipality,自由民主党,2021.0,奈良県,奈良市,6,1,66549360.0,11091560.0
municipality,公明党,2021.0,富山県,富山市,4,1,44904000.0,11226000.0
municipality,国民民主党,2021.0,富山県,富山市,1,1,11226000.0,11226000.0
municipality,日本共産党,2021.0,富山県,富山市,2,1,22452000.0,11226000.0
municipality,日本維新の会,2021.0,富山県,富山市,1,1,11226000.0,11226000.0
municipality,無所属,2021.0,富山県,富山市,6,1,67356000.0,11226000.0
municipality,自由民主党,2021.0,富山県,富山市,24,1,269424000.0,11226000.0
municipality,自由民主党,2021.0,山口県,下関市,1,1,9374000.0,9374000.0
municipality,公明党,2021.0,岡山県,倉敷市,7,1,98020999.99999999,14002999.999999998
municipality,日本共産党,2021.0,岡山県,倉敷市,4,1,56011999.99999999,14002999.999999998
municipality,日本維新の会,2021.0,岡山県,倉敷市,1,1,14002999.999999998,14002999.999999998
municipality,無所属,2021.0,岡山県,倉敷市,31,1,434092999.99999994,14002999.999999998
municipality,無所属,2021.0,岡山県,岡山市,1,1,14838999.999999998,14838999.999999998
municipality,公明党,2021.0,島根県,松江市,4,1,35549000.0,8887250.0
municipality,国民民主党,2021.0,島根県,松江市,1,1,8887250.0,8887250.0
municipality,幸福実現党,2021.0,島根県,松江市,1,1,8887250.0,8887250.0
municipality,日本共産党,2021.0,島根県,松江市,3,1,26661750.0,8887250.0
municipality,無所属,2021.0,島根県,松江市,25,1,222181250.0,8887250.0
municipality,自由民主党,2021.0,愛知県,名古屋市,2,1,30630600.0,15315300.0
municipality,自由民主党,2021.0,東京都,千代田区,1,1,11888800.0,11888800.0
municipality,公明党,2021.0,東京都,葛飾区,8,1,95937280.0,11992160.0
municipality,日本共産党,2021.0,東京都,葛飾区,4,1,47968640.0,11992160.0
municipality,無所属,2021.0,東京都,葛飾区,10,1,119921600.0,11992160.0
municipality,立憲民主党,2021.0,東京都,葛飾区,3,1,35976480.0,11992160.0
municipality,自由民主党,2021.0,東京都,葛飾区,12,1,143905920.0,11992160.0
municipality,葛飾に維新を起こす会,2021.0,東京都,葛飾区,1,1,11992160.0,11992160.0
municipality,葛飾・生活者ネットワーク,2021.0,東京都,葛飾区,1,1,11992160.0,11992160.0
municipality,都民ファーストの会,2021.0,東京都,葛飾区,1,1,11992160.0,11992160.0
municipality,公明党,2021.0,沖縄県,那覇市,7,1,75476800.0,10782400.0
municipality,新しい風・にぬふぁぶし,2021.0,沖縄県,那覇市,1,1,10782400.0,10782400.0
municipality,日本共産党,2021.0,沖縄県,那覇市,5,1,53912000.0,10782400.0
municipality,沖縄社会大衆党,2021.0,沖縄県,那覇市,2,1,21564800.0,10782400.0
municipality,無所属,2021.0,沖縄県,那覇市,12,1,129388800.0,10782400.0
municipality,社会民主党,2021.0,沖縄県,那覇市,1,1,10782400.0,10782400.0
municipality,立憲民主党,2021.0,沖縄県,那覇市,3,1,32347200.0,10782400.0
municipality,自由民主党,2021.0,沖縄県,那覇市,9,1,97041600.0,10782400.0
municipality,自由民主党,2021.0,神奈川県,川崎市,1,1,15529300.0,15529300.0
municipality,無所属,2021.0,神奈川県,横浜市,1,1,20013000.0,20013000.0
municipality,立憲民主党,2021.0,神奈川県,横浜市,1,1,20013000.0,20013000.0
municipality,無所属,2021.0,秋田県,秋田市,1,1,11468750.0,11468750.0
municipality,公明党,2021.0,群馬県,前橋市,4,1,43570800.0,10892700.0
municipality,日本共産党,2021.0,群馬県,前橋市,4,1,43570800.0,10892700.0
municipality,無所属,2021.0,群馬県,前橋市,28,1,304995600.0,10892700.0
municipality,立憲民主党,2021.0,群馬県,前橋市,2,1,21785400.0,10892700.0
municipality,日本維新の会,2022.0,兵庫県,尼崎市,1,1,11904000.0,11904000.0
municipality,無所属,2022.0,兵庫県,西宮市,1,1,14358299.999999998,14358299.999999998
municipality,自由民主党,2022.0,兵庫県,西宮市,1,1,14358299.999999998,14358299.999999998
municipality,日本維新の会,2022.0,和歌山県,和歌山市,1,1,13793999.999999998,13793999.999999998
municipality,自由民主党,2022.0,和歌山県,和歌山市,1,1,13793999.999999998,13793999.999999998
municipality,大阪維新の会,2022.0,大阪府,豊中市,1,1,13271500.0,13271500.0
municipality,自由民主党,2022.0,岐阜県,岐阜市,1,1,13520000.0,13520000.0
municipality,無所属,2022.0,広島県,広島市,3,1,51471000.0,17157000.0
municipality,公明党,2022.0,愛媛県,松山市,8,1,93250640.0,11656330.0
municipality,日本共産党,2022.0,愛媛県,松山市,2,1,23312660.0,11656330.0
municipality,無所属,2022.0,愛媛県,松山市,24,1,279751920.0,11656330.0
municipality,立憲民主党,2022.0,愛媛県,松山市,2,1,23312660.0,11656330.0
municipality,自由民主党,2022.0,愛媛県,松山市,7,1,81594310.0,11656330.0
municipality,自由民主党,2022.0,愛知県,名古屋市,1,1,15315300.0,15315300.0
municipality,自由民主党,2022.0,東京都,中野区,1,1,11426600.0,11426600.0
municipality,日本維新の会,2022.0,東京都,品川区,1,1,11550360.0,11550360.0
municipality,東京・生活者ネットワーク,2022.0,東京都,品川区,1,1,11550360.0,11550360.0
municipality,立憲民主党,2022.0,東京都,品川区,1,1,11550360.0,11550360.0
municipality,自由民主党,2022.0,東京都,品川区,2,1,23100720.0,11550360.0
municipality,自由民主党,2022.0,東京都,杉並区,1,1,11662378.0,11662378.0
municipality,立憲民主党,2022.0,東京都,練馬区,1,1,11562000.0,11562000.0
municipality,自由民主党,2022.0,東京都,練馬区,1,1,11562000.0,11562000.0
municipality,無所属,2022.0,沖縄県,那覇市,1,1,10782400.0,10782400.0
municipality,無所属,2022.0,石川県,金沢市,1,1,13097000.0,13097000.0
municipality,自由民主党,2022.0,石川県,金沢市,1,1,13097000.0,13097000.0
municipality,無所属,2022.0,福岡県,久留米市,1,1,10889220.0,10889220.0
municipality,公明党,2022.0,青森県,青森市,4,1,42688000.0,10672000.0
municipality,参政党,2022.0,青森県,青森市,1,1,10672000.0,10672000.0
municipality,日本共産党,2022.0,青森県,青森市,6,1,64032000.0,10672000.0
municipality,無所属,2022.0,青森県,青森市,8,1,85376000.0,10672000.0
municipality,社会民主党,2022.0,青森県,青森市,1,1,10672000.0,10672000.0
municipality,立憲民主党,2022.0,青森県,青森市,3,1,32016000.0,10672000.0
municipality,自由民主党,2022.0,青森県,青森市,9,1,96048000.0,10672000.0
municipality,公明党,2022.0,鳥取県,鳥取市,5,1,44175000.0,8835000.0
municipality,日本共産党,2022.0,鳥取県,鳥取市,3,1,26505000.0,8835000.0
municipality,日本維新の会,2022.0,鳥取県,鳥取市,1,1,8835000.0,8835000.0
municipality,無所属,2022.0,鳥取県,鳥取市,21,1,185535000.0,8835000.0
municipality,自由民主党,2022.0,鳥取県,鳥取市,2,1,17670000.0,8835000.0
municipality,公明党,2023.0,兵庫県,姫路市,8,1,114531999.99999999,14316499.999999998
municipality,参政党,2023.0,兵庫県,姫路市,1,1,14316499.999999998,14316499.999999998
municipality,日本共産党,2023.0,兵庫県,姫路市,2,1,28632999.999999996,14316499.999999998
municipality,日本維新の会,2023.0,兵庫県,姫路市,5,1,71582499.99999999,14316499.999999998
municipality,無所属,2023.0,兵庫県,姫路市,22,1,314962999.99999994,14316499.999999998
municipality,自由民主党,2023.0,兵庫県,姫路市,7,1,100215499.99999999,14316499.999999998
municipality,公明党,2023.0,兵庫県,明石市,6,1,75129600.0,12521600.0
municipality,日本共産党,2023.0,兵庫県,明石市,1,1,12521600.0,12521600.0
municipality,日本維新の会,2023.0,兵庫県,明石市,4,1,50086400.0,12521600.0
municipality,無所属,2023.0,兵庫県,明石市,12,1,150259200.0,12521600.0
municipality,自由民主党,2023.0,兵庫県,明石市,7,1,87651200.0,12521600.0
