政党,年,都道府県,市区町村,座席数,期間総額（1人）,月額,推計総額,在任月数,期末手当回数（3月）,期末手当回数（6月）,期末手当回数（12月）
無所属,2015,東京都,品川区,34,37644720.0,606000.0,1279920480.0,48,4,4,4
日本共産党,2019,東京都,品川区,2,37644720.0,606000.0,75289440.0,48,4,4,4
無所属,2019,東京都,品川区,32,37644720.0,606000.0,1204631040.0,48,4,4,4
日本共産党,2023,東京都,品川区,3,37644720.0,606000.0,112934160.0,48,4,4,4
民主党,2023,東京都,品川区,1,37644720.0,606000.0,37644720.0,48,4,4,4
無所属,2023,東京都,品川区,32,37644720.0,606000.0,1204631040.0,48,4,4,4
公明党,2003,東京都,墨田区,3,38126400.0,611000.0,114379200.0,48,4,4,4
日本共産党,2003,東京都,墨田区,2,38126400.0,611000.0,76252800.0,48,4,4,4
民主党,2003,東京都,墨田区,2,38126400.0,611000.0,76252800.0,48,4,4,4
無所属,2003,東京都,墨田区,16,38126400.0,611000.0,610022400.0,48,4,4,4
自由民主党,2003,東京都,墨田区,3,38126400.0,611000.0,114379200.0,48,4,4,4
公明党,2007,東京都,墨田区,3,38126400.0,611000.0,114379200.0,48,4,4,4
日本共産党,2007,東京都,墨田区,2,38126400.0,611000.0,76252800.0,48,4,4,4
民主党,2007,東京都,墨田区,1,38126400.0,611000.0,38126400.0,48,4,4,4
無所属,2007,東京都,墨田区,17,38126400.0,611000.0,648148800.0,48,4,4,4
自由民主党,2007,東京都,墨田区,3,38126400.0,611000.0,114379200.0,48,4,4,4
公明党,2011,東京都,墨田区,3,38126400.0,611000.0,114379200.0,48,4,4,4
日本共産党,2011,東京都,墨田区,2,38126400.0,611000.0,76252800.0,48,4,4,4
無所属,2011,東京都,墨田区,18,38126400.0,611000.0,686275200.0,48,4,4,4
自由民主党,2011,東京都,墨田区,4,38126400.0,611000.0,152505600.0,48,4,4,4
公明党,2015,東京都,墨田区,3,38126400.0,611000.0,114379200.0,48,4,4,4
日本共産党,2015,東京都,墨田区,1,38126400.0,611000.0,38126400.0,48,4,4,4
日本維新の会,2015,東京都,墨田区,1,38126400.0,611000.0,38126400.0,48,4,4,4
無所属,2015,東京都,墨田区,22,38126400.0,611000.0,838780800.0,48,4,4,4
立憲民主党,2015,東京都,墨田区,1,38126400.0,611000.0,38126400.0,48,4,4,4
自由民主党,2015,東京都,墨田区,3,38126400.0,611000.0,114379200.0,48,4,4,4
無所属,2019,東京都,墨田区,8,38126400.0,611000.0,305011200.0,48,4,4,4
日本共産党,2003,東京都,大田区,2,39238776.0,615800.0,78477552.0,48,4,4,4
無所属,2003,東京都,大田区,14,39238776.0,615800.0,549342864.0,48,4,4,4
日本共産党,2007,東京都,大田区,3,39238776.0,615800.0,117716328.0,48,4,4,4
民主党,2007,東京都,大田区,1,39238776.0,615800.0,39238776.0,48,4,4,4
無所属,2007,東京都,大田区,40,39238776.0,615800.0,1569551040.0,48,4,4,4
日本共産党,2011,東京都,大田区,3,39238776.0,615800.0,117716328.0,48,4,4,4
無所属,2011,東京都,大田区,35,39238776.0,615800.0,1373357160.0,48,4,4,4
日本共産党,2015,東京都,大田区,1,39238776.0,615800.0,39238776.0,48,4,4,4
無所属,2015,東京都,大田区,42,39238776.0,615800.0,1648028592.0,48,4,4,4
日本共産党,2019,東京都,大田区,5,39238776.0,615800.0,196193880.0,48,4,4,4
無所属,2019,東京都,大田区,39,39238776.0,615800.0,1530312264.0,48,4,4,4
公明党,2023,東京都,大田区,1,39238776.0,615800.0,39238776.0,48,4,4,4
日本共産党,2023,東京都,大田区,3,39238776.0,615800.0,117716328.0,48,4,4,4
無所属,2023,東京都,大田区,39,39238776.0,615800.0,1530312264.0,48,4,4,4
公明党,1999,東京都,文京区,3,36293340.0,598900.0,108880020.0,48,4,4,4
参政党,1999,東京都,文京区,1,36293340.0,598900.0,36293340.0,48,4,4,4
日本共産党,1999,東京都,文京区,1,36293340.0,598900.0,36293340.0,48,4,4,4
民主党,1999,東京都,文京区,2,36293340.0,598900.0,72586680.0,48,4,4,4
無所属,1999,東京都,文京区,15,36293340.0,598900.0,544400100.0,48,4,4,4
公明党,2003,東京都,文京区,4,36293340.0,598900.0,145173360.0,48,4,4,4
日本共産党,2003,東京都,文京区,4,36293340.0,598900.0,145173360.0,48,4,4,4
民主党,2003,東京都,文京区,1,36293340.0,598900.0,36293340.0,48,4,4,4
無所属,2003,東京都,文京区,20,36293340.0,598900.0,725866800.0,48,4,4,4
公明党,2007,東京都,文京区,7,36293340.0,598900.0,254053380.0,48,4,4,4
日本共産党,2007,東京都,文京区,2,36293340.0,598900.0,72586680.0,48,4,4,4
日本維新の会,2007,東京都,文京区,1,36293340.0,598900.0,36293340.0,48,4,4,4
民主党,2007,東京都,文京区,1,36293340.0,598900.0,36293340.0,48,4,4,4
無所属,2007,東京都,文京区,18,36293340.0,598900.0,653280120.0,48,4,4,4
公明党,2011,東京都,文京区,6,36293340.0,598900.0,217760040.0,48,4,4,4
日本共産党,2011,東京都,文京区,2,36293340.0,598900.0,72586680.0,48,4,4,4
民主党,2011,東京都,文京区,1,36293340.0,598900.0,36293340.0,48,4,4,4
無所属,2011,東京都,文京区,21,36293340.0,598900.0,762160140.0,48,4,4,4
公明党,2015,東京都,文京区,1,36293340.0,598900.0,36293340.0,48,4,4,4
日本共産党,2015,東京都,文京区,4,36293340.0,598900.0,145173360.0,48,4,4,4
日本維新の会,2015,東京都,文京区,1,36293340.0,598900.0,36293340.0,48,4,4,4
民進党,2015,東京都,文京区,2,36293340.0,598900.0,72586680.0,48,4,4,4
無所属,2015,東京都,文京区,19,36293340.0,598900.0,689573460.0,48,4,4,4
公明党,2019,東京都,文京区,7,36293340.0,598900.0,254053380.0,48,4,4,4
日本共産党,2019,東京都,文京区,4,36293340.0,598900.0,145173360.0,48,4,4,4
日本維新の会,2019,東京都,文京区,1,36293340.0,598900.0,36293340.0,48,4,4,4
無所属,2019,東京都,文京区,21,36293340.0,598900.0,762160140.0,48,4,4,4
無所属,2023,東京都,文京区,18,36293340.0,598900.0,653280120.0,48,4,4,4
公明党,1999,東京都,新宿区,4,37266800.0,617000.0,149067200.0,48,4,4,4
日本共産党,1999,東京都,新宿区,2,37266800.0,617000.0,74533600.0,48,4,4,4
無所属,1999,東京都,新宿区,30,37266800.0,617000.0,1118004000.0,48,4,4,4
公明党,2003,東京都,新宿区,3,37266800.0,617000.0,111800400.0,48,4,4,4
日本共産党,2003,東京都,新宿区,4,37266800.0,617000.0,149067200.0,48,4,4,4
無所属,2003,東京都,新宿区,24,37266800.0,617000.0,894403200.0,48,4,4,4
公明党,2007,東京都,新宿区,3,37266800.0,617000.0,111800400.0,48,4,4,4
日本共産党,2007,東京都,新宿区,3,37266800.0,617000.0,111800400.0,48,4,4,4
無所属,2007,東京都,新宿区,22,37266800.0,617000.0,819869600.0,48,4,4,4
公明党,2011,東京都,新宿区,3,37266800.0,617000.0,111800400.0,48,4,4,4
無所属,2011,東京都,新宿区,31,37266800.0,617000.0,1155270800.0,48,4,4,4
公明党,2015,東京都,新宿区,2,37266800.0,617000.0,74533600.0,48,4,4,4
無所属,2015,東京都,新宿区,31,37266800.0,617000.0,1155270800.0,48,4,4,4
日本共産党,2019,東京都,新宿区,4,37266800.0,617000.0,149067200.0,48,4,4,4
無所属,2019,東京都,新宿区,32,37266800.0,617000.0,1192537600.0,48,4,4,4
日本共産党,2023,東京都,新宿区,3,37266800.0,617000.0,111800400.0,48,4,4,4
無所属,2023,東京都,新宿区,25,37266800.0,617000.0,931670000.0,48,4,4,4
公明党,2003,東京都,杉並区,3,37707956.0,599300.0,113123868.0,48,4,4,4
日本共産党,2003,東京都,杉並区,3,37707956.0,599300.0,113123868.0,48,4,4,4
無所属,2003,東京都,杉並区,31,37707956.0,599300.0,1168946636.0,48,4,4,4
公明党,2007,東京都,杉並区,4,31097677.0,599300.0,124390708.0,39,3,4,3
日本共産党,2007,東京都,杉並区,2,31097677.0,599300.0,62195354.0,39,3,4,3
民主党,2007,東京都,杉並区,1,31097677.0,599300.0,31097677.0,39,3,4,3
無所属,2007,東京都,杉並区,30,31097677.0,599300.0,932930310.0,39,3,4,3
無所属,2010,東京都,杉並区,2,6610279.000000001,599300.0,13220558.000000002,9,1,0,1
たちあがれ日本,2011,東京都,杉並区,1,29479567.0,599300.0,29479567.0,38,3,3,3
公明党,2011,東京都,杉並区,5,29479567.0,599300.0,147397835.0,38,3,3,3
日本共産党,2011,東京都,杉並区,3,29479567.0,599300.0,88438701.0,38,3,3,3
次世代の党,2011,東京都,杉並区,1,29479567.0,599300.0,29479567.0,38,3,3,3
民主党,2011,東京都,杉並区,1,29479567.0,599300.0,29479567.0,38,3,3,3
無所属,2011,東京都,杉並区,32,29479567.0,599300.0,943346144.0,38,3,3,3
無所属,2014,東京都,杉並区,3,8228389.0,599300.0,24685167.0,10,1,1,1
あたらしい党,2015,東京都,杉並区,1,29479567.0,599300.0,29479567.0,38,3,3,3
公明党,2015,東京都,杉並区,5,29479567.0,599300.0,147397835.0,38,3,3,3
日本共産党,2015,東京都,杉並区,3,29479567.0,599300.0,88438701.0,38,3,3,3
無所属,2015,東京都,杉並区,30,29479567.0,599300.0,884387010.0,38,3,3,3
立憲民主党,2015,東京都,杉並区,1,29479567.0,599300.0,29479567.0,38,3,3,3
無所属,2018,東京都,杉並区,2,8228389.0,599300.0,16456778.0,10,1,1,1
公明党,2019,東京都,杉並区,2,37707956.0,599300.0,75415912.0,48,4,4,4
日本共産党,2019,東京都,杉並区,1,37707956.0,599300.0,37707956.0,48,4,4,4
無所属,2019,東京都,杉並区,30,37707956.0,599300.0,1131238680.0,48,4,4,4
立憲民主党,2019,東京都,杉並区,1,37707956.0,599300.0,37707956.0,48,4,4,4
公明党,2023,東京都,杉並区,2,37707956.0,599300.0,75415912.0,48,4,4,4
日本共産党,2023,東京都,杉並区,5,37707956.0,599300.0,188539780.0,48,4,4,4
無所属,2023,東京都,杉並区,31,37707956.0,599300.0,1168946636.0,48,4,4,4
日本共産党,1999,東京都,板橋区,3,37560000.0,600000.0,112680000.0,48,4,4,4
無所属,1999,東京都,板橋区,42,37560000.0,600000.0,1577520000.0,48,4,4,4
公明党,2003,東京都,板橋区,2,37560000.0,600000.0,75120000.0,48,4,4,4
日本共産党,2003,東京都,板橋区,3,37560000.0,600000.0,112680000.0,48,4,4,4
無所属,2003,東京都,板橋区,25,37560000.0,600000.0,939000000.0,48,4,4,4
公明党,2007,東京都,板橋区,3,37560000.0,600000.0,112680000.0,48,4,4,4
日本共産党,2007,東京都,板橋区,2,37560000.0,600000.0,75120000.0,48,4,4,4
無所属,2007,東京都,板橋区,37,37560000.0,600000.0,1389720000.0,48,4,4,4
公明党,2011,東京都,板橋区,4,37560000.0,600000.0,150240000.0,48,4,4,4
日本共産党,2011,東京都,板橋区,2,37560000.0,600000.0,75120000.0,48,4,4,4
無所属,2011,東京都,板橋区,32,37560000.0,600000.0,1201920000.0,48,4,4,4
公明党,2015,東京都,板橋区,2,37560000.0,600000.0,75120000.0,48,4,4,4
参政党,2015,東京都,板橋区,1,37560000.0,600000.0,37560000.0,48,4,4,4
無所属,2015,東京都,板橋区,33,37560000.0,600000.0,1239480000.0,48,4,4,4
公明党,2019,東京都,板橋区,4,37560000.0,600000.0,150240000.0,48,4,4,4
日本共産党,2019,東京都,板橋区,3,37560000.0,600000.0,112680000.0,48,4,4,4
無所属,2019,東京都,板橋区,28,37560000.0,600000.0,1051680000.0,48,4,4,4
公明党,2023,東京都,板橋区,4,37560000.0,600000.0,150240000.0,48,4,4,4
日本共産党,2023,東京都,板橋区,2,37560000.0,600000.0,75120000.0,48,4,4,4
無所属,2023,東京都,板橋区,34,37560000.0,600000.0,1277040000.0,48,4,4,4
公明党,2011,東京都,江東区,4,38576400.0,610000.0,154305600.0,48,4,4,4
日本共産党,2011,東京都,江東区,2,38576400.0,610000.0,77152800.0,48,4,4,4
無所属,2011,東京都,江東区,25,38576400.0,610000.0,964410000.0,48,4,4,4
公明党,2015,東京都,江東区,2,38576400.0,610000.0,77152800.0,48,4,4,4
日本共産党,2015,東京都,江東区,3,38576400.0,610000.0,115729200.0,48,4,4,4
民主党,2015,東京都,江東区,1,38576400.0,610000.0,38576400.0,48,4,4,4
無所属,2015,東京都,江東区,29,38576400.0,610000.0,1118715600.0,48,4,4,4
公明党,2019,東京都,江東区,4,38576400.0,610000.0,154305600.0,48,4,4,4
日本共産党,2019,東京都,江東区,3,38576400.0,610000.0,115729200.0,48,4,4,4
無所属,2019,東京都,江東区,29,38576400.0,610000.0,1118715600.0,48,4,4,4
日本共産党,2023,東京都,江東区,2,38576400.0,610000.0,77152800.0,48,4,4,4
無所属,2023,東京都,江東区,27,38576400.0,610000.0,1041562800.0,48,4,4,4
公明党,2003,東京都,渋谷区,1,38988180.0,611100.0,38988180.0,48,4,4,4
日本共産党,2003,東京都,渋谷区,1,38988180.0,611100.0,38988180.0,48,4,4,4
無所属,2003,東京都,渋谷区,26,38988180.0,611100.0,1013692680.0,48,4,4,4
公明党,2007,東京都,渋谷区,1,38988180.0,611100.0,38988180.0,48,4,4,4
日本共産党,2007,東京都,渋谷区,3,38988180.0,611100.0,116964540.0,48,4,4,4
無所属,2007,東京都,渋谷区,23,38988180.0,611100.0,896728140.0,48,4,4,4
公明党,2011,東京都,渋谷区,2,38988180.0,611100.0,77976360.0,48,4,4,4
日本共産党,2011,東京都,渋谷区,5,38988180.0,611100.0,194940900.0,48,4,4,4
無所属,2011,東京都,渋谷区,23,38988180.0,611100.0,896728140.0,48,4,4,4
公明党,2015,東京都,渋谷区,1,38988180.0,611100.0,38988180.0,48,4,4,4
日本共産党,2015,東京都,渋谷区,1,38988180.0,611100.0,38988180.0,48,4,4,4
無所属,2015,東京都,渋谷区,26,38988180.0,611100.0,1013692680.0,48,4,4,4
日本共産党,2019,東京都,渋谷区,2,38988180.0,611100.0,77976360.0,48,4,4,4
無所属,2019,東京都,渋谷区,26,38988180.0,611100.0,1013692680.0,48,4,4,4
日本共産党,2023,東京都,渋谷区,2,38988180.0,611100.0,77976360.0,48,4,4,4
無所属,2023,東京都,渋谷区,25,38988180.0,611100.0,974704500.0,48,4,4,4
無所属,2007,東京都,港区,19,38971980.0,614700.0,740467620.0,48,4,4,4
公明党,2011,東京都,港区,1,38971980.0,614700.0,38971980.0,48,4,4,4
日本共産党,2011,東京都,港区,4,38971980.0,614700.0,155887920.0,48,4,4,4
民主党,2011,東京都,港区,1,38971980.0,614700.0,38971980.0,48,4,4,4
無所属,2011,東京都,港区,26,38971980.0,614700.0,1013271480.0,48,4,4,4
社会民主党,2011,東京都,港区,1,38971980.0,614700.0,38971980.0,48,4,4,4
公明党,2015,東京都,港区,2,38971980.0,614700.0,77943960.0,48,4,4,4
日本共産党,2015,東京都,港区,6,38971980.0,614700.0,233831880.0,48,4,4,4
無所属,2015,東京都,港区,25,38971980.0,614700.0,974299500.0,48,4,4,4
公明党,2019,東京都,港区,1,38971980.0,614700.0,38971980.0,48,4,4,4
日本共産党,2019,東京都,港区,4,38971980.0,614700.0,155887920.0,48,4,4,4
無所属,2019,東京都,港区,15,38971980.0,614700.0,584579700.0,48,4,4,4
社会民主党,2019,東京都,港区,2,38971980.0,614700.0,77943960.0,48,4,4,4
公明党,2023,東京都,港区,2,38971980.0,614700.0,77943960.0,48,4,4,4
日本共産党,2023,東京都,港区,4,38971980.0,614700.0,155887920.0,48,4,4,4
無所属,2023,東京都,港区,22,38971980.0,614700.0,857383560.0,48,4,4,4
公明党,1999,東京都,目黒区,2,36898400.0,599000.0,73796800.0,48,4,4,4
日本共産党,1999,東京都,目黒区,3,36898400.0,599000.0,110695200.0,48,4,4,4
無所属,1999,東京都,目黒区,30,36898400.0,599000.0,1106952000.0,48,4,4,4
公明党,2003,東京都,目黒区,1,36898400.0,599000.0,36898400.0,48,4,4,4
日本共産党,2003,東京都,目黒区,4,36898400.0,599000.0,147593600.0,48,4,4,4
無所属,2003,東京都,目黒区,27,36898400.0,599000.0,996256800.0,48,4,4,4
公明党,2007,東京都,目黒区,2,36898400.0,599000.0,73796800.0,48,4,4,4
日本共産党,2007,東京都,目黒区,3,36898400.0,599000.0,110695200.0,48,4,4,4
無所属,2007,東京都,目黒区,25,36898400.0,599000.0,922460000.0,48,4,4,4
公明党,2011,東京都,目黒区,1,36898400.0,599000.0,36898400.0,48,4,4,4
日本共産党,2011,東京都,目黒区,2,36898400.0,599000.0,73796800.0,48,4,4,4
民主党,2011,東京都,目黒区,2,36898400.0,599000.0,73796800.0,48,4,4,4
無所属,2011,東京都,目黒区,25,36898400.0,599000.0,922460000.0,48,4,4,4
社会民主党,2011,東京都,目黒区,5,36898400.0,599000.0,184492000.0,48,4,4,4
公明党,2015,東京都,目黒区,1,36898400.0,599000.0,36898400.0,48,4,4,4
日本共産党,2015,東京都,目黒区,3,36898400.0,599000.0,110695200.0,48,4,4,4
民主党,2015,東京都,目黒区,1,36898400.0,599000.0,36898400.0,48,4,4,4
無所属,2015,東京都,目黒区,21,36898400.0,599000.0,774866400.0,48,4,4,4
社会民主党,2015,東京都,目黒区,3,36898400.0,599000.0,110695200.0,48,4,4,4
公明党,2019,東京都,目黒区,3,36898400.0,599000.0,110695200.0,48,4,4,4
国民民主党,2019,東京都,目黒区,1,36898400.0,599000.0,36898400.0,48,4,4,4
日本共産党,2019,東京都,目黒区,4,36898400.0,599000.0,147593600.0,48,4,4,4
無所属,2019,東京都,目黒区,25,36898400.0,599000.0,922460000.0,48,4,4,4
社会民主党,2019,東京都,目黒区,1,36898400.0,599000.0,36898400.0,48,4,4,4
公明党,2023,東京都,目黒区,2,9224600.0,599000.0,18449200.0,12,1,1,1
参政党,2023,東京都,目黒区,1,9224600.0,599000.0,9224600.0,12,1,1,1
日本共産党,2023,東京都,目黒区,3,9224600.0,599000.0,27673800.0,12,1,1,1
無所属,2023,東京都,目黒区,22,9224600.0,599000.0,202941200.0,12,1,1,1
社会民主党,2023,東京都,目黒区,1,9224600.0,599000.0,9224600.0,12,1,1,1
立憲民主党,2023,東京都,目黒区,1,9224600.0,599000.0,9224600.0,12,1,1,1
無所属,2024,東京都,目黒区,1,36898400.0,599000.0,36898400.0,48,4,4,4
公明党,2007,東京都,練馬区,2,37884000.0,615000.0,75768000.0,48,4,4,4
日本共産党,2007,東京都,練馬区,5,37884000.0,615000.0,189420000.0,48,4,4,4
無所属,2007,東京都,練馬区,35,37884000.0,615000.0,1325940000.0,48,4,4,4
社会民主党,2007,東京都,練馬区,4,37884000.0,615000.0,151536000.0,48,4,4,4
公明党,2011,東京都,練馬区,1,28413000.0,615000.0,28413000.0,36,3,3,3
日本共産党,2011,東京都,練馬区,5,28413000.0,615000.0,142065000.0,36,3,3,3
無所属,2011,東京都,練馬区,37,28413000.0,615000.0,1051281000.0,36,3,3,3
立憲民主党,2011,東京都,練馬区,1,28413000.0,615000.0,28413000.0,36,3,3,3
日本共産党,2014,東京都,練馬区,1,9471000.0,615000.0,9471000.0,12,1,1,1
無所属,2014,東京都,練馬区,2,9471000.0,615000.0,18942000.0,12,1,1,1
日本共産党,2015,東京都,練馬区,2,28413000.0,615000.0,56826000.0,36,3,3,3
無所属,2015,東京都,練馬区,40,28413000.0,615000.0,1136520000.0,36,3,3,3
無所属,2018,東京都,練馬区,5,9471000.0,615000.0,47355000.0,12,1,1,1
日本共産党,2019,東京都,練馬区,2,28413000.0,615000.0,56826000.0,36,3,3,3
無所属,2019,東京都,練馬区,41,28413000.0,615000.0,1164933000.0,36,3,3,3
無所属,2022,東京都,練馬区,2,9471000.0,615000.0,18942000.0,12,1,1,1
日本共産党,2023,東京都,練馬区,3,37884000.0,615000.0,113652000.0,48,4,4,4
無所属,2023,東京都,練馬区,39,37884000.0,615000.0,1477476000.0,48,4,4,4
無所属,1999,東京都,荒川区,29,38905200.0,606000.0,1128250800.0,48,4,4,4
日本共産党,2003,東京都,荒川区,3,38905200.0,606000.0,116715600.0,48,4,4,4
無所属,2003,東京都,荒川区,23,38905200.0,606000.0,894819600.0,48,4,4,4
日本共産党,2007,東京都,荒川区,1,15104550.0,606000.0,15104550.0,19,1,2,1
無所属,2007,東京都,荒川区,25,15104550.0,606000.0,377613750.0,19,1,2,1
無所属,2008,東京都,荒川区,1,23800650.0,606000.0,23800650.0,29,3,2,3
公明党,2011,東京都,荒川区,1,38905200.0,606000.0,38905200.0,48,4,4,4
日本共産党,2011,東京都,荒川区,2,38905200.0,606000.0,77810400.0,48,4,4,4
無所属,2011,東京都,荒川区,22,38905200.0,606000.0,855914400.0,48,4,4,4
公明党,2015,東京都,荒川区,1,38905200.0,606000.0,38905200.0,48,4,4,4
日本共産党,2015,東京都,荒川区,3,38905200.0,606000.0,116715600.0,48,4,4,4
無所属,2015,東京都,荒川区,22,38905200.0,606000.0,855914400.0,48,4,4,4
無所属,2019,東京都,荒川区,30,15104550.0,606000.0,453136500.0,19,1,2,1
無所属,2020,東京都,荒川区,1,23800650.0,606000.0,23800650.0,29,3,2,3
日本共産党,2023,東京都,荒川区,1,38905200.0,606000.0,38905200.0,48,4,4,4
無所属,2023,東京都,荒川区,29,38905200.0,606000.0,1128250800.0,48,4,4,4
日本共産党,2001,東京都,葛飾区,2,38912320.0,622000.0,77824640.0,48,4,4,4
無所属,2001,東京都,葛飾区,33,38912320.0,622000.0,1284106560.0,48,4,4,4
日本共産党,2005,東京都,葛飾区,2,38912320.0,622000.0,77824640.0,48,4,4,4
無所属,2005,東京都,葛飾区,34,38912320.0,622000.0,1323018880.0,48,4,4,4
公明党,2009,東京都,葛飾区,3,38912320.0,622000.0,116736960.0,48,4,4,4
日本共産党,2009,東京都,葛飾区,3,38912320.0,622000.0,116736960.0,48,4,4,4
無所属,2009,東京都,葛飾区,28,38912320.0,622000.0,1089544960.0,48,4,4,4
立憲民主党,2009,東京都,葛飾区,1,38912320.0,622000.0,38912320.0,48,4,4,4
公明党,2013,東京都,葛飾区,3,38912320.0,622000.0,116736960.0,48,4,4,4
国民民主党,2013,東京都,葛飾区,1,38912320.0,622000.0,38912320.0,48,4,4,4
日本共産党,2013,東京都,葛飾区,3,38912320.0,622000.0,116736960.0,48,4,4,4
無所属,2013,東京都,葛飾区,20,38912320.0,622000.0,778246400.0,48,4,4,4
立憲民主党,2013,東京都,葛飾区,1,38912320.0,622000.0,38912320.0,48,4,4,4
自由民主党,2013,東京都,葛飾区,3,38912320.0,622000.0,116736960.0,48,4,4,4
日本共産党,2017,東京都,葛飾区,3,38912320.0,622000.0,116736960.0,48,4,4,4
無所属,2017,東京都,葛飾区,28,38912320.0,622000.0,1089544960.0,48,4,4,4
日本共産党,2021,東京都,葛飾区,2,38912320.0,622000.0,77824640.0,48,4,4,4
無所属,2021,東京都,葛飾区,30,38912320.0,622000.0,1167369600.0,48,4,4,4
社会民主党,2021,東京都,葛飾区,1,38912320.0,622000.0,38912320.0,48,4,4,4
青年自由,2021,東京都,葛飾区,1,38912320.0,622000.0,38912320.0,48,4,4,4
公明党,1999,東京都,豊島区,2,38293560.0,602100.0,76587120.0,48,4,4,4
日本共産党,1999,東京都,豊島区,3,38293560.0,602100.0,114880680.0,48,4,4,4
無所属,1999,東京都,豊島区,24,38293560.0,602100.0,919045440.0,48,4,4,4
公明党,2003,東京都,豊島区,2,38293560.0,602100.0,76587120.0,48,4,4,4
日本共産党,2003,東京都,豊島区,4,38293560.0,602100.0,153174240.0,48,4,4,4
無所属,2003,東京都,豊島区,28,38293560.0,602100.0,1072219680.0,48,4,4,4
公明党,2007,東京都,豊島区,1,38293560.0,602100.0,38293560.0,48,4,4,4
日本共産党,2007,東京都,豊島区,3,38293560.0,602100.0,114880680.0,48,4,4,4
無所属,2007,東京都,豊島区,29,38293560.0,602100.0,1110513240.0,48,4,4,4
公明党,2011,東京都,豊島区,1,38293560.0,602100.0,38293560.0,48,4,4,4
無所属,2011,東京都,豊島区,15,38293560.0,602100.0,574403400.0,48,4,4,4
公明党,2015,東京都,豊島区,1,38293560.0,602100.0,38293560.0,48,4,4,4
日本共産党,2015,東京都,豊島区,5,38293560.0,602100.0,191467800.0,48,4,4,4
無所属,2015,東京都,豊島区,28,38293560.0,602100.0,1072219680.0,48,4,4,4
公明党,2019,東京都,豊島区,2,38293560.0,602100.0,76587120.0,48,4,4,4
幸福実現党,2019,東京都,豊島区,1,38293560.0,602100.0,38293560.0,48,4,4,4
日本共産党,2019,東京都,豊島区,3,38293560.0,602100.0,114880680.0,48,4,4,4
無所属,2019,東京都,豊島区,29,38293560.0,602100.0,1110513240.0,48,4,4,4
れいわ新選組,2023,東京都,豊島区,1,38293560.0,602100.0,38293560.0,48,4,4,4
公明党,2023,東京都,豊島区,2,38293560.0,602100.0,76587120.0,48,4,4,4
幸福実現党,2023,東京都,豊島区,1,38293560.0,602100.0,38293560.0,48,4,4,4
日本共産党,2023,東京都,豊島区,3,38293560.0,602100.0,114880680.0,48,4,4,4
無所属,2023,東京都,豊島区,25,38293560.0,602100.0,957339000.0,48,4,4,4
社会民主党,2023,東京都,豊島区,1,38293560.0,602100.0,38293560.0,48,4,4,4
公明党,1999,東京都,足立区,1,39368400.0,619000.0,39368400.0,49,4,4,4
地域政党いわて,1999,東京都,足立区,2,39368400.0,619000.0,78736800.0,49,4,4,4
日本共産党,1999,東京都,足立区,3,39368400.0,619000.0,118105200.0,49,4,4,4
無所属,1999,東京都,足立区,37,39368400.0,619000.0,1456630800.0,49,4,4,4
社会民主党,1999,東京都,足立区,5,39368400.0,619000.0,196842000.0,49,4,4,4
公明党,2003,東京都,足立区,4,38130400.0,619000.0,152521600.0,47,4,4,4
日本共産党,2003,東京都,足立区,4,38130400.0,619000.0,152521600.0,47,4,4,4
無所属,2003,東京都,足立区,33,38130400.0,619000.0,1258303200.0,47,4,4,4
社会民主党,2003,東京都,足立区,5,38130400.0,619000.0,190652000.0,47,4,4,4
公明党,2007,東京都,足立区,2,39368400.0,619000.0,78736800.0,49,4,4,4
日本共産党,2007,東京都,足立区,4,39368400.0,619000.0,157473600.0,49,4,4,4
無所属,2007,東京都,足立区,27,39368400.0,619000.0,1062946800.0,49,4,4,4
社会民主党,2007,東京都,足立区,4,39368400.0,619000.0,157473600.0,49,4,4,4
自由民主党,2007,東京都,足立区,1,39368400.0,619000.0,39368400.0,49,4,4,4
日本共産党,2011,東京都,足立区,1,38749400.0,619000.0,38749400.0,48,4,4,4
無所属,2011,東京都,足立区,42,38749400.0,619000.0,1627474800.0,48,4,4,4
日本共産党,2015,東京都,足立区,2,38749400.0,619000.0,77498800.0,48,4,4,4
無所属,2015,東京都,足立区,31,38749400.0,619000.0,1201231400.0,48,4,4,4
日本共産党,2019,東京都,足立区,2,38749400.0,619000.0,77498800.0,48,4,4,4
無所属,2019,東京都,足立区,39,38749400.0,619000.0,1511226600.0,48,4,4,4
西和賀の未来を自分たちでつくる会,2019,東京都,足立区,1,38749400.0,619000.0,38749400.0,48,4,4,4
日本共産党,2023,東京都,足立区,1,38749400.0,619000.0,38749400.0,48,4,4,4
無所属,2023,東京都,足立区,6,38749400.0,619000.0,232496400.0,48,4,4,4
公明党,2003,栃木県,宇都宮市,4,70232750.0,670000.0,280931000.0,76,6,7,6
日本共産党,2003,栃木県,宇都宮市,4,70232750.0,670000.0,280931000.0,76,6,7,6
無所属,2003,栃木県,宇都宮市,31,70232750.0,670000.0,2177215250.0,76,6,7,6
社会民主党,2003,栃木県,宇都宮市,1,70232750.0,670000.0,70232750.0,76,6,7,6
自由民主党,2003,栃木県,宇都宮市,1,70232750.0,670000.0,70232750.0,76,6,7,6
無所属,2009,栃木県,宇都宮市,1,17939250.0,670000.0,17939250.0,20,2,1,2
公明党,2011,栃木県,宇都宮市,4,44086000.0,670000.0,176344000.0,48,4,4,4
